query_id	entity_id	entity_type	genre	web_search?	wiki_text?	unknown?
EDL14_ENG_3357	NIL0583	ORG	NW	N	N	N
EDL14_ENG_3358	E0585369	GPE	NW	N	N	N
EDL14_ENG_3359	NIL0675	ORG	NW	Y	Y	N
EDL14_ENG_3360	E0819824	PER	NW	N	N	N
EDL14_ENG_3361	NIL0200	PER	DF	N	N	Y
EDL14_ENG_3362	E0670955	GPE	WB	N	Y	N
EDL14_ENG_3363	E0817917	PER	NW	N	N	N
EDL14_ENG_3364	NIL0818	ORG	NW	Y	Y	N
EDL14_ENG_3365	E0265466	PER	DF	N	N	N
EDL14_ENG_3366	NIL0400	PER	NW	N	N	N
EDL14_ENG_3367	NIL0294	PER	DF	N	N	Y
EDL14_ENG_3368	NIL0309	PER	DF	N	N	Y
EDL14_ENG_3369	NIL0643	ORG	NW	N	N	N
EDL14_ENG_3370	NIL0819	ORG	WB	N	N	N
EDL14_ENG_3371	E0146319	GPE	WB	N	N	N
EDL14_ENG_3372	NIL0820	PER	NW	Y	Y	N
EDL14_ENG_3373	NIL0821	PER	DF	N	N	Y
EDL14_ENG_3374	NIL0275	PER	DF	N	N	Y
EDL14_ENG_3375	E0607903	PER	DF	N	Y	N
EDL14_ENG_3376	E0422553	PER	WB	N	Y	N
EDL14_ENG_3377	NIL0665	PER	NW	N	N	N
EDL14_ENG_3378	E0705139	GPE	WB	N	Y	N
EDL14_ENG_3379	NIL0822	ORG	WB	Y	N	N
EDL14_ENG_3380	NIL0109	GPE	NW	Y	Y	N
EDL14_ENG_3381	E0687399	GPE	DF	N	Y	N
EDL14_ENG_3382	E0739132	GPE	DF	N	Y	N
EDL14_ENG_3383	NIL0823	PER	WB	N	N	N
EDL14_ENG_3384	E0732636	PER	NW	N	N	N
EDL14_ENG_3385	NIL0824	PER	DF	N	N	Y
EDL14_ENG_3386	NIL0825	PER	NW	Y	Y	N
EDL14_ENG_3387	E0152957	GPE	NW	N	N	N
EDL14_ENG_3388	NIL0775	ORG	NW	N	N	N
EDL14_ENG_3389	NIL0826	PER	NW	Y	N	N
EDL14_ENG_3390	E0078394	ORG	DF	N	N	N
EDL14_ENG_3391	NIL0827	PER	WB	N	N	N
EDL14_ENG_3392	NIL0664	PER	DF	N	N	Y
EDL14_ENG_3393	NIL0497	ORG	NW	Y	Y	N
EDL14_ENG_3394	E0348701	PER	DF	Y	N	N
EDL14_ENG_3395	E0679687	GPE	NW	N	N	N
EDL14_ENG_3396	E0442571	PER	NW	N	Y	N
EDL14_ENG_3397	NIL0514	ORG	NW	N	N	N
EDL14_ENG_3398	E0527055	GPE	NW	N	N	N
EDL14_ENG_3399	E0070120	PER	NW	N	Y	N
EDL14_ENG_3400	E0811943	PER	DF	N	Y	N
EDL14_ENG_3401	E0533056	PER	WB	N	N	N
EDL14_ENG_3402	E0679687	GPE	DF	N	N	N
EDL14_ENG_3403	NIL0828	ORG	WB	Y	N	N
EDL14_ENG_3404	NIL0317	ORG	WB	N	Y	N
EDL14_ENG_3405	E0322141	PER	WB	N	N	N
EDL14_ENG_3406	E0748134	ORG	NW	N	Y	N
EDL14_ENG_3407	NIL0033	PER	NW	N	N	N
EDL14_ENG_3408	NIL0829	PER	DF	N	N	N
EDL14_ENG_3409	E0151231	PER	DF	N	Y	N
EDL14_ENG_3410	E0099500	PER	DF	N	N	N
EDL14_ENG_3411	NIL0473	PER	NW	N	N	N
EDL14_ENG_3412	NIL0382	ORG	WB	Y	N	N
EDL14_ENG_3413	E0253605	GPE	NW	N	N	N
EDL14_ENG_3414	E0598443	PER	WB	N	Y	N
EDL14_ENG_3415	NIL0502	PER	DF	N	N	Y
EDL14_ENG_3416	NIL0830	PER	DF	N	N	Y
EDL14_ENG_3417	E0775129	GPE	NW	N	N	N
EDL14_ENG_3418	E0801305	PER	DF	N	Y	N
EDL14_ENG_3419	NIL0831	PER	DF	N	N	Y
EDL14_ENG_3420	E0015963	GPE	NW	N	N	N
EDL14_ENG_3421	NIL0384	PER	WB	N	N	N
EDL14_ENG_3422	NIL0749	PER	NW	N	Y	N
EDL14_ENG_3423	NIL0127	PER	NW	Y	Y	N
EDL14_ENG_3424	NIL0478	PER	NW	N	N	N
EDL14_ENG_3425	NIL0832	PER	DF	N	N	Y
EDL14_ENG_3426	NIL0018	ORG	NW	Y	Y	N
EDL14_ENG_3427	NIL0833	ORG	NW	N	N	N
EDL14_ENG_3428	E0679687	GPE	NW	N	N	N
EDL14_ENG_3429	E0686996	ORG	NW	Y	Y	N
EDL14_ENG_3430	NIL0834	GPE	WB	N	Y	N
EDL14_ENG_3431	NIL0025	ORG	NW	Y	Y	N
EDL14_ENG_3432	E0768746	PER	NW	N	Y	N
EDL14_ENG_3433	NIL0432	ORG	NW	Y	Y	N
EDL14_ENG_3434	E0218694	PER	WB	N	N	N
EDL14_ENG_3435	E0595046	PER	NW	N	Y	N
EDL14_ENG_3436	E0346994	ORG	NW	N	Y	N
EDL14_ENG_3437	NIL0835	PER	DF	N	N	Y
EDL14_ENG_3438	E0146197	PER	WB	N	N	N
EDL14_ENG_3439	NIL0256	ORG	NW	Y	Y	N
EDL14_ENG_3440	E0258696	PER	WB	N	Y	N
EDL14_ENG_3441	NIL0563	PER	NW	Y	Y	N
EDL14_ENG_3442	E0133000	ORG	WB	N	N	N
EDL14_ENG_3443	NIL0445	GPE	WB	N	Y	N
EDL14_ENG_3444	E0100183	PER	NW	N	N	N
EDL14_ENG_3445	E0332764	GPE	WB	N	N	N
EDL14_ENG_3446	E0441696	GPE	WB	Y	Y	N
EDL14_ENG_3447	E0325969	ORG	WB	Y	N	N
EDL14_ENG_3448	NIL0291	PER	NW	Y	Y	N
EDL14_ENG_3449	NIL0220	ORG	NW	N	Y	N
EDL14_ENG_3450	E0314883	PER	DF	N	N	N
EDL14_ENG_3451	NIL0246	GPE	NW	N	Y	N
EDL14_ENG_3452	NIL0378	ORG	NW	Y	Y	N
EDL14_ENG_3453	E0124694	ORG	NW	Y	Y	N
EDL14_ENG_3454	E0428472	PER	NW	N	N	N
EDL14_ENG_3455	NIL0109	GPE	NW	Y	Y	N
EDL14_ENG_3456	E0471856	GPE	WB	N	Y	N
EDL14_ENG_3457	NIL0446	ORG	NW	Y	Y	N
EDL14_ENG_3458	NIL0463	PER	WB	N	N	Y
EDL14_ENG_3459	E0482116	PER	WB	N	N	N
EDL14_ENG_3460	E0811943	PER	DF	N	Y	N
EDL14_ENG_3461	E0642032	GPE	NW	N	N	N
EDL14_ENG_3462	E0201977	PER	DF	N	N	N
EDL14_ENG_3463	E0201977	PER	DF	N	N	N
EDL14_ENG_3464	NIL0442	GPE	NW	N	N	N
EDL14_ENG_3465	NIL0836	ORG	NW	N	N	N
EDL14_ENG_3466	E0500494	PER	DF	N	N	N
EDL14_ENG_3467	NIL0110	PER	DF	N	N	Y
EDL14_ENG_3468	E0371873	PER	DF	N	N	N
EDL14_ENG_3469	NIL0326	PER	NW	Y	N	N
EDL14_ENG_3470	E0065444	ORG	DF	N	Y	N
EDL14_ENG_3471	E0421523	PER	DF	N	N	N
EDL14_ENG_3472	NIL0837	ORG	NW	N	Y	N
EDL14_ENG_3473	E0201977	PER	DF	N	N	N
EDL14_ENG_3474	NIL0398	PER	DF	Y	Y	N
EDL14_ENG_3475	E0237914	PER	DF	N	Y	N
EDL14_ENG_3476	E0216333	ORG	DF	N	N	N
EDL14_ENG_3477	E0644153	PER	WB	N	N	N
EDL14_ENG_3478	NIL0838	ORG	DF	N	N	N
EDL14_ENG_3479	E0315026	PER	NW	N	N	N
EDL14_ENG_3480	NIL0084	PER	WB	N	N	Y
EDL14_ENG_3481	E0439401	GPE	WB	N	Y	N
EDL14_ENG_3482	E0281103	PER	NW	N	N	N
EDL14_ENG_3483	NIL0839	PER	NW	N	N	N
EDL14_ENG_3484	NIL0620	PER	NW	N	Y	N
EDL14_ENG_3485	E0201977	PER	DF	N	N	N
EDL14_ENG_3486	NIL0418	PER	WB	N	N	Y
EDL14_ENG_3487	E0673722	PER	DF	N	N	N
EDL14_ENG_3488	NIL0442	GPE	NW	N	N	N
EDL14_ENG_3489	NIL0190	PER	NW	N	N	N
EDL14_ENG_3490	E0057790	GPE	NW	N	N	N
EDL14_ENG_3491	E0264831	PER	NW	N	Y	N
EDL14_ENG_3492	E0620264	GPE	WB	N	Y	N
EDL14_ENG_3493	E0357080	PER	WB	N	Y	N
EDL14_ENG_3494	NIL0245	PER	NW	Y	N	N
EDL14_ENG_3495	E0126182	ORG	NW	N	N	N
EDL14_ENG_3496	E0812522	ORG	NW	N	N	N
EDL14_ENG_3497	NIL0817	PER	NW	Y	N	N
EDL14_ENG_3498	E0647882	GPE	NW	Y	Y	N
EDL14_ENG_3499	E0398704	PER	WB	N	N	N
EDL14_ENG_3500	E0777095	ORG	NW	N	N	N
EDL14_ENG_3501	E0794790	GPE	NW	N	N	N
EDL14_ENG_3502	E0190445	PER	WB	N	Y	N
EDL14_ENG_3503	NIL0840	PER	NW	N	Y	N
EDL14_ENG_3504	E0665944	GPE	DF	N	N	N
EDL14_ENG_3505	NIL0023	PER	DF	N	N	Y
EDL14_ENG_3506	E0805223	PER	WB	N	N	N
EDL14_ENG_3507	E0411501	PER	DF	N	Y	N
EDL14_ENG_3508	NIL0841	PER	WB	N	N	Y
EDL14_ENG_3509	E0348701	PER	DF	Y	N	N
EDL14_ENG_3510	E0258848	PER	DF	N	Y	N
EDL14_ENG_3511	E0679687	GPE	NW	N	N	N
EDL14_ENG_3512	E0743957	GPE	NW	N	Y	N
EDL14_ENG_3513	NIL0842	PER	DF	N	N	Y
EDL14_ENG_3514	E0397283	GPE	DF	N	Y	N
EDL14_ENG_3515	E0564644	PER	WB	N	N	N
EDL14_ENG_3516	NIL0026	PER	DF	N	N	Y
EDL14_ENG_3517	E0371854	PER	NW	N	N	N
EDL14_ENG_3518	E0028575	PER	WB	N	N	N
EDL14_ENG_3519	NIL0843	GPE	NW	N	N	N
EDL14_ENG_3520	E0784459	ORG	NW	N	N	N
EDL14_ENG_3521	E0670955	GPE	WB	N	Y	N
EDL14_ENG_3522	E0147250	GPE	WB	N	N	N
EDL14_ENG_3523	NIL0347	PER	DF	N	N	Y
EDL14_ENG_3524	E0382122	PER	NW	N	Y	N
EDL14_ENG_3525	NIL0126	GPE	NW	N	Y	N
EDL14_ENG_3526	NIL0474	PER	DF	N	N	Y
EDL14_ENG_3527	NIL0844	PER	NW	Y	Y	N
EDL14_ENG_3528	NIL0704	PER	DF	N	N	Y
EDL14_ENG_3529	NIL0360	PER	DF	N	N	N
EDL14_ENG_3530	E0819391	PER	DF	N	Y	N
EDL14_ENG_3531	E0308258	PER	NW	N	N	N
EDL14_ENG_3532	NIL0271	PER	WB	N	N	N
EDL14_ENG_3533	E0527055	GPE	WB	N	N	N
EDL14_ENG_3534	NIL0452	ORG	NW	Y	N	N
EDL14_ENG_3535	NIL0845	PER	DF	N	N	Y
EDL14_ENG_3536	NIL0846	PER	NW	N	Y	N
EDL14_ENG_3537	E0372728	PER	NW	N	Y	N
EDL14_ENG_3538	E0811943	PER	DF	N	Y	N
EDL14_ENG_3539	NIL0245	PER	NW	Y	N	N
EDL14_ENG_3540	E0679687	GPE	WB	N	N	N
EDL14_ENG_3541	NIL0847	ORG	DF	N	N	N
EDL14_ENG_3542	NIL0402	ORG	NW	N	N	N
EDL14_ENG_3543	E0286279	PER	NW	N	N	N
EDL14_ENG_3544	NIL0848	PER	DF	N	N	Y
EDL14_ENG_3545	E0002330	ORG	WB	N	N	N
EDL14_ENG_3546	NIL0438	PER	DF	N	N	N
EDL14_ENG_3547	E0819824	PER	NW	N	N	N
EDL14_ENG_3548	E0689220	ORG	NW	N	N	N
EDL14_ENG_3549	NIL0436	PER	WB	N	N	N
EDL14_ENG_3550	NIL0527	GPE	NW	N	N	N
EDL14_ENG_3551	NIL0583	ORG	NW	N	N	N
EDL14_ENG_3552	NIL0023	PER	DF	N	N	Y
EDL14_ENG_3553	E0693832	GPE	WB	N	N	N
EDL14_ENG_3554	E0822623	GPE	NW	N	N	N
EDL14_ENG_3555	E0718219	ORG	NW	N	N	N
EDL14_ENG_3556	NIL0849	PER	DF	N	N	Y
EDL14_ENG_3557	NIL0321	PER	NW	Y	N	N
EDL14_ENG_3558	E0576592	ORG	WB	N	Y	N
EDL14_ENG_3559	E0679687	GPE	NW	N	N	N
EDL14_ENG_3560	NIL0015	PER	DF	N	N	Y
EDL14_ENG_3561	E0664557	PER	WB	N	N	N
EDL14_ENG_3562	E0440272	GPE	NW	Y	N	N
EDL14_ENG_3563	NIL0081	GPE	WB	N	Y	N
EDL14_ENG_3564	E0513100	PER	NW	N	N	N
EDL14_ENG_3565	E0165270	GPE	DF	Y	Y	N
EDL14_ENG_3566	E0150648	ORG	DF	N	N	N
EDL14_ENG_3567	E0704607	ORG	WB	N	Y	N
EDL14_ENG_3568	NIL0850	ORG	NW	N	N	N
EDL14_ENG_3569	NIL0851	PER	WB	N	N	Y
EDL14_ENG_3570	E0748134	ORG	WB	N	N	N
EDL14_ENG_3571	E0679687	GPE	NW	N	Y	N
EDL14_ENG_3572	E0756834	PER	DF	Y	Y	N
EDL14_ENG_3573	E0787907	GPE	WB	N	N	N
EDL14_ENG_3574	E0572209	PER	NW	Y	Y	N
EDL14_ENG_3575	NIL0852	PER	NW	Y	Y	N
EDL14_ENG_3576	E0349508	GPE	NW	N	N	N
EDL14_ENG_3577	NIL0547	PER	DF	N	N	Y
EDL14_ENG_3578	E0171454	GPE	NW	N	N	N
EDL14_ENG_3579	NIL0684	ORG	NW	N	Y	N
EDL14_ENG_3580	NIL0144	PER	NW	N	Y	N
EDL14_ENG_3581	NIL0388	PER	DF	N	N	Y
EDL14_ENG_3582	E0679687	GPE	NW	N	N	N
EDL14_ENG_3583	E0794790	GPE	NW	N	Y	N
EDL14_ENG_3584	NIL0030	PER	DF	N	N	Y
EDL14_ENG_3585	E0682255	GPE	DF	N	Y	N
EDL14_ENG_3586	E0327704	GPE	DF	N	Y	N
EDL14_ENG_3587	E0397283	GPE	NW	N	N	N
EDL14_ENG_3588	E0673722	PER	DF	N	N	N
EDL14_ENG_3589	NIL0853	PER	NW	N	Y	N
EDL14_ENG_3590	E0801041	GPE	WB	N	N	N
EDL14_ENG_3591	NIL0164	PER	DF	N	N	Y
EDL14_ENG_3592	NIL0081	GPE	DF	N	Y	N
EDL14_ENG_3593	E0182330	PER	NW	N	N	N
EDL14_ENG_3594	E0817917	PER	NW	N	N	N
EDL14_ENG_3595	E0786371	GPE	NW	N	N	N
EDL14_ENG_3596	E0212023	PER	DF	N	Y	N
EDL14_ENG_3597	NIL0405	PER	DF	N	N	Y
EDL14_ENG_3598	NIL0035	PER	WB	Y	N	N
EDL14_ENG_3599	NIL0822	ORG	WB	N	N	N
EDL14_ENG_3600	E0735390	ORG	WB	Y	N	N
EDL14_ENG_3601	NIL0195	PER	DF	N	N	Y
EDL14_ENG_3602	E0401466	GPE	NW	N	Y	N
EDL14_ENG_3603	E0287282	ORG	WB	N	Y	N
EDL14_ENG_3604	E0784459	ORG	NW	N	N	N
EDL14_ENG_3605	NIL0004	ORG	NW	N	Y	N
EDL14_ENG_3606	NIL0035	PER	WB	Y	N	N
EDL14_ENG_3607	E0370549	PER	NW	N	Y	N
EDL14_ENG_3608	NIL0563	PER	NW	Y	Y	N
EDL14_ENG_3609	E0522493	PER	DF	N	N	N
EDL14_ENG_3610	NIL0250	PER	WB	Y	Y	N
EDL14_ENG_3611	NIL0152	PER	DF	N	N	Y
EDL14_ENG_3612	E0324804	GPE	NW	N	N	N
EDL14_ENG_3613	NIL0754	PER	DF	N	N	Y
EDL14_ENG_3614	NIL0854	PER	WB	N	N	Y
EDL14_ENG_3615	NIL0150	GPE	WB	N	Y	N
EDL14_ENG_3616	NIL0052	ORG	NW	N	N	N
EDL14_ENG_3617	NIL0111	PER	DF	N	N	Y
EDL14_ENG_3618	E0689220	ORG	NW	N	N	N
EDL14_ENG_3619	NIL0023	PER	DF	N	N	Y
EDL14_ENG_3620	E0750113	PER	WB	N	N	N
EDL14_ENG_3621	NIL0855	PER	NW	N	N	N
EDL14_ENG_3622	E0507474	ORG	NW	N	N	N
EDL14_ENG_3623	E0228629	GPE	NW	N	Y	N
EDL14_ENG_3624	NIL0856	PER	DF	N	N	Y
EDL14_ENG_3625	NIL0624	PER	DF	N	N	Y
EDL14_ENG_3626	E0386944	GPE	WB	N	N	N
EDL14_ENG_3627	NIL0004	ORG	NW	N	Y	N
EDL14_ENG_3628	E0162833	GPE	WB	N	N	N
EDL14_ENG_3629	NIL0857	PER	NW	Y	N	N
EDL14_ENG_3630	E0826736	ORG	NW	N	N	N
EDL14_ENG_3631	E0824843	ORG	DF	N	Y	N
EDL14_ENG_3632	E0777095	ORG	NW	N	N	N
EDL14_ENG_3633	NIL0779	ORG	DF	N	Y	N
EDL14_ENG_3634	E0190445	PER	WB	N	Y	N
EDL14_ENG_3635	NIL0858	PER	DF	N	N	Y
EDL14_ENG_3636	E0168760	ORG	NW	N	N	N
EDL14_ENG_3637	E0308710	PER	NW	N	N	N
EDL14_ENG_3638	NIL0765	ORG	WB	Y	Y	N
EDL14_ENG_3639	E0141366	PER	NW	N	N	N
EDL14_ENG_3640	E0647882	GPE	DF	N	Y	N
EDL14_ENG_3641	E0013674	ORG	NW	N	N	N
EDL14_ENG_3642	E0805223	PER	WB	N	N	N
EDL14_ENG_3643	E0218694	PER	WB	N	N	N
EDL14_ENG_3644	NIL0111	PER	DF	N	N	Y
EDL14_ENG_3645	NIL0859	PER	DF	N	N	Y
EDL14_ENG_3646	NIL0023	PER	DF	N	N	Y
EDL14_ENG_3647	NIL0354	ORG	NW	N	Y	N
EDL14_ENG_3648	E0382887	GPE	WB	N	N	N
EDL14_ENG_3649	NIL0004	ORG	NW	N	Y	N
EDL14_ENG_3650	NIL0860	ORG	NW	N	Y	N
EDL14_ENG_3651	E0305657	PER	DF	N	N	N
EDL14_ENG_3652	E0080520	GPE	NW	N	N	N
EDL14_ENG_3653	E0212023	PER	DF	N	Y	N
EDL14_ENG_3654	NIL0503	PER	DF	N	N	Y
EDL14_ENG_3655	NIL0008	PER	NW	N	Y	N
EDL14_ENG_3656	E0566375	PER	NW	N	N	N
EDL14_ENG_3657	NIL0861	ORG	DF	Y	Y	N
EDL14_ENG_3658	E0584234	PER	DF	N	N	N
EDL14_ENG_3659	E0689220	ORG	NW	N	N	N
EDL14_ENG_3660	NIL0862	ORG	NW	N	Y	N
EDL14_ENG_3661	NIL0729	PER	DF	N	N	Y
EDL14_ENG_3662	E0397283	GPE	NW	N	N	N
EDL14_ENG_3663	E0679687	GPE	DF	N	N	N
EDL14_ENG_3664	NIL0227	ORG	NW	Y	Y	N
EDL14_ENG_3665	E0773193	GPE	DF	Y	Y	N
EDL14_ENG_3666	NIL0863	ORG	NW	N	Y	N
EDL14_ENG_3667	NIL0088	PER	DF	N	N	Y
EDL14_ENG_3668	E0305657	PER	DF	N	N	N
EDL14_ENG_3669	NIL0158	PER	NW	N	Y	N
EDL14_ENG_3670	E0342096	GPE	NW	N	N	N
EDL14_ENG_3671	E0382887	GPE	WB	N	N	N
EDL14_ENG_3672	NIL0702	PER	WB	N	N	N
EDL14_ENG_3673	E0736311	ORG	NW	N	N	N
EDL14_ENG_3674	E0527055	GPE	NW	N	Y	N
EDL14_ENG_3675	NIL0864	PER	NW	N	Y	N
EDL14_ENG_3676	E0432488	PER	DF	Y	N	N
EDL14_ENG_3677	E0212023	PER	DF	N	Y	N
EDL14_ENG_3678	E0596839	PER	DF	N	N	N
EDL14_ENG_3679	NIL0865	ORG	NW	N	Y	N
EDL14_ENG_3680	E0619582	PER	NW	N	Y	N
EDL14_ENG_3681	E0145816	GPE	NW	N	N	N
EDL14_ENG_3682	E0778210	ORG	DF	N	N	N
EDL14_ENG_3683	NIL0408	PER	WB	N	N	N
EDL14_ENG_3684	NIL0702	PER	WB	N	N	N
EDL14_ENG_3685	NIL0095	PER	NW	Y	Y	N
EDL14_ENG_3686	E0211468	PER	NW	N	N	N
EDL14_ENG_3687	E0318992	PER	DF	N	Y	N
EDL14_ENG_3688	E0145283	GPE	DF	Y	Y	N
EDL14_ENG_3689	NIL0622	ORG	DF	N	Y	N
EDL14_ENG_3690	E0622718	GPE	NW	N	N	N
EDL14_ENG_3691	NIL0227	ORG	NW	Y	Y	N
EDL14_ENG_3692	E0146319	GPE	WB	N	N	N
EDL14_ENG_3693	E0054469	PER	NW	Y	Y	N
EDL14_ENG_3694	NIL0608	PER	NW	N	N	N
EDL14_ENG_3695	NIL0558	PER	WB	N	N	N
EDL14_ENG_3696	E0682426	GPE	WB	N	N	N
EDL14_ENG_3697	E0173174	PER	DF	N	Y	N
EDL14_ENG_3698	E0375368	PER	DF	N	N	N
EDL14_ENG_3699	NIL0866	PER	NW	N	N	N
EDL14_ENG_3700	E0718219	ORG	WB	N	N	N
EDL14_ENG_3701	E0779655	PER	NW	N	Y	N
EDL14_ENG_3702	E0305657	PER	DF	N	N	N
EDL14_ENG_3703	NIL0867	PER	DF	N	N	Y
EDL14_ENG_3704	E0145283	GPE	DF	N	N	N
EDL14_ENG_3705	NIL0743	PER	NW	N	N	N
EDL14_ENG_3706	NIL0868	PER	WB	N	N	Y
EDL14_ENG_3707	E0424216	ORG	DF	N	Y	N
EDL14_ENG_3708	E0599374	PER	NW	N	N	N
EDL14_ENG_3709	NIL0869	PER	NW	Y	Y	N
EDL14_ENG_3710	E0077881	GPE	NW	N	N	N
EDL14_ENG_3711	E0679687	GPE	NW	N	N	N
EDL14_ENG_3712	E0741296	ORG	DF	Y	N	N
EDL14_ENG_3713	E0794790	GPE	NW	N	Y	N
EDL14_ENG_3714	NIL0427	ORG	NW	N	Y	N
EDL14_ENG_3715	E0482116	PER	WB	N	N	N
EDL14_ENG_3716	NIL0846	PER	NW	N	Y	N
EDL14_ENG_3717	NIL0077	ORG	NW	Y	Y	N
EDL14_ENG_3718	NIL0870	PER	DF	N	N	Y
EDL14_ENG_3719	E0654418	GPE	NW	N	N	N
EDL14_ENG_3720	E0679687	GPE	DF	N	N	N
EDL14_ENG_3721	NIL0871	PER	DF	N	N	Y
EDL14_ENG_3722	NIL0494	PER	DF	N	N	Y
EDL14_ENG_3723	E0739132	GPE	NW	N	N	N
EDL14_ENG_3724	E0594272	GPE	WB	N	N	N
EDL14_ENG_3725	E0415113	GPE	NW	N	Y	N
EDL14_ENG_3726	E0308710	PER	NW	N	N	N
EDL14_ENG_3727	NIL0806	PER	WB	N	N	Y
EDL14_ENG_3728	NIL0170	GPE	NW	Y	Y	N
EDL14_ENG_3729	NIL0872	PER	NW	N	N	N
EDL14_ENG_3730	E0357690	PER	DF	N	Y	N
EDL14_ENG_3731	E0550909	GPE	NW	N	N	N
EDL14_ENG_3732	NIL0206	ORG	DF	Y	Y	N
EDL14_ENG_3733	E0456892	PER	NW	N	N	N
EDL14_ENG_3734	E0253605	GPE	NW	N	Y	N
EDL14_ENG_3735	E0820998	PER	DF	N	N	N
EDL14_ENG_3736	E0160291	ORG	NW	N	N	N
EDL14_ENG_3737	E0745362	PER	NW	N	N	N
EDL14_ENG_3738	NIL0873	PER	WB	N	Y	N
EDL14_ENG_3739	NIL0874	ORG	NW	Y	Y	N
EDL14_ENG_3740	E0570810	PER	NW	N	Y	N
EDL14_ENG_3741	NIL0875	GPE	NW	Y	Y	N
EDL14_ENG_3742	E0352938	PER	WB	N	N	N
EDL14_ENG_3743	NIL0409	PER	WB	N	Y	N
EDL14_ENG_3744	E0780497	PER	DF	Y	Y	N
EDL14_ENG_3745	NIL0876	ORG	NW	N	N	N
EDL14_ENG_3746	E0166867	PER	WB	N	Y	N
EDL14_ENG_3747	E0819391	PER	NW	N	N	N
EDL14_ENG_3748	E0679687	GPE	NW	N	N	N
EDL14_ENG_3749	E0357690	PER	DF	N	Y	N
EDL14_ENG_3750	E0739132	GPE	NW	N	N	N
EDL14_ENG_3751	NIL0877	PER	NW	N	N	N
EDL14_ENG_3752	E0141366	PER	NW	N	N	N
EDL14_ENG_3753	NIL0028	PER	DF	N	N	N
EDL14_ENG_3754	E0812522	ORG	NW	N	N	N
EDL14_ENG_3755	NIL0878	PER	DF	N	N	Y
EDL14_ENG_3756	E0173174	PER	DF	N	Y	N
EDL14_ENG_3757	E0126182	ORG	NW	N	N	N
EDL14_ENG_3758	E0124694	ORG	NW	N	N	N
EDL14_ENG_3759	NIL0275	PER	DF	N	N	Y
EDL14_ENG_3760	NIL0879	PER	NW	N	Y	N
EDL14_ENG_3761	E0202829	GPE	WB	N	N	N
EDL14_ENG_3762	NIL0246	GPE	DF	N	Y	N
EDL14_ENG_3763	NIL0358	PER	DF	N	N	Y
EDL14_ENG_3764	NIL0146	PER	NW	N	N	N
EDL14_ENG_3765	NIL0880	GPE	NW	N	Y	N
EDL14_ENG_3766	NIL0253	ORG	WB	Y	Y	N
EDL14_ENG_3767	E0100183	PER	WB	N	N	N
EDL14_ENG_3768	E0237914	PER	DF	N	Y	N
EDL14_ENG_3769	E0273299	GPE	NW	N	N	N
EDL14_ENG_3770	E0177088	PER	NW	N	N	N
EDL14_ENG_3771	NIL0385	ORG	NW	Y	Y	N
EDL14_ENG_3772	E0578237	GPE	WB	N	N	N
EDL14_ENG_3773	E0702583	PER	NW	N	Y	N
EDL14_ENG_3774	E0168760	ORG	NW	N	N	N
EDL14_ENG_3775	E0484023	PER	WB	N	Y	N
EDL14_ENG_3776	E0768746	PER	NW	N	Y	N
EDL14_ENG_3777	NIL0227	ORG	NW	Y	Y	N
EDL14_ENG_3778	NIL0173	ORG	NW	Y	Y	N
EDL14_ENG_3779	NIL0881	PER	NW	N	N	N
EDL14_ENG_3780	NIL0018	ORG	NW	Y	Y	N
EDL14_ENG_3781	E0819391	PER	WB	Y	Y	N
EDL14_ENG_3782	E0811943	PER	DF	N	Y	N
EDL14_ENG_3783	NIL0519	ORG	NW	Y	Y	N
EDL14_ENG_3784	E0679687	GPE	DF	Y	Y	N
EDL14_ENG_3785	E0088207	ORG	NW	N	N	N
EDL14_ENG_3786	E0440486	PER	NW	N	Y	N
EDL14_ENG_3787	E0366103	ORG	DF	N	Y	N
EDL14_ENG_3788	E0484023	PER	WB	N	N	N
EDL14_ENG_3789	NIL0276	PER	WB	N	Y	N
EDL14_ENG_3790	E0768746	PER	NW	N	Y	N
EDL14_ENG_3791	NIL0882	PER	DF	N	N	Y
EDL14_ENG_3792	E0202997	ORG	WB	N	Y	N
EDL14_ENG_3793	E0384640	PER	NW	N	N	N
EDL14_ENG_3794	E0065870	GPE	NW	N	N	N
EDL14_ENG_3795	E0625376	GPE	WB	N	Y	N
EDL14_ENG_3796	E0772840	ORG	NW	Y	Y	N
EDL14_ENG_3797	NIL0240	PER	DF	N	N	Y
EDL14_ENG_3798	E0226785	PER	NW	N	N	N
EDL14_ENG_3799	NIL0845	PER	DF	N	N	Y
EDL14_ENG_3800	NIL0083	PER	DF	Y	Y	N
EDL14_ENG_3801	E0679687	GPE	WB	N	N	N
EDL14_ENG_3802	E0342178	PER	WB	N	N	N
EDL14_ENG_3803	NIL0291	PER	NW	Y	Y	N
EDL14_ENG_3804	E0357690	PER	DF	N	Y	N
EDL14_ENG_3805	NIL0883	ORG	NW	Y	N	N
EDL14_ENG_3806	NIL0884	PER	DF	N	N	Y
EDL14_ENG_3807	E0145816	GPE	NW	N	N	N
EDL14_ENG_3808	E0739132	GPE	NW	N	N	N
EDL14_ENG_3809	E0390938	ORG	WB	N	Y	N
EDL14_ENG_3810	E0119168	GPE	NW	Y	Y	N
EDL14_ENG_3811	E0455080	PER	WB	N	N	N
EDL14_ENG_3812	E0103833	PER	DF	N	N	N
